,,,,계,,관광,,상용,,공용,,유학연수,,기타
년,월,대륙,국적,인원수,구성비(%),인원수,구성비(%),인원수,구성비(%),인원수,구성비(%),인원수,구성비(%),인원수,구성비(%)
"2005","03","아시아","마카오","297","0.06","297","0.08","0","0.00","0","0.00","0","0.00","0","0.00"
"2005","03","아시아","필리핀","18,921","3.55","3,574","0.91","223","1.03","76","3.14","25","0.60","15,023","13.53"
"2005","03","아시아","인도네시아","4,352","0.82","1,306","0.33","246","1.14","7","0.29","19","0.45","2,774","2.50"
"2005","03","아시아","태국","11,369","2.14","7,819","1.99","16","0.07","62","2.56","10","0.24","3,462","3.12"
"2005","03","아시아","베트남","2,949","0.55","711","0.18","238","1.10","1","0.04","151","3.61","1,848","1.66"
"2005","03","아시아","인도","4,594","0.86","1,002","0.25","1,431","6.61","8","0.33","42","1.00","2,111","1.90"
"2005","03","아시아","말레이시아","6,801","1.28","5,414","1.38","35","0.16","5","0.21","19","0.45","1,328","1.20"
"2005","03","아시아","싱가포르","5,895","1.11","4,415","1.12","30","0.14","4","0.17","0","0.00","1,446","1.30"
"2005","03","아시아","몽골","1,491","0.28","840","0.21","358","1.65","2","0.08","71","1.70","220","0.20"
"2005","03","아시아","우즈베키스탄","696","0.13","422","0.11","11","0.05","9","0.37","26","0.62","228","0.21"
"2005","03","아시아","미얀마","2,787","0.52","273","0.07","36","0.17","5","0.21","32","0.77","2,441","2.20"
"2005","03","아시아","GCC","213","0.04","128","0.03","61","0.28","5","0.21","11","0.26","8","0.01"
"2005","03","아시아","카자흐스탄","234","0.04","70","0.02","63","0.29","10","0.41","14","0.33","77","0.07"
"2005","03","아시아","터키","661","0.12","381","0.10","6","0.03","0","0.00","2","0.05","272","0.24"
"2005","03","아시아","캄보디아","188","0.04","65","0.02","42","0.19","18","0.74","14","0.33","49","0.04"
"2005","03","아시아","스리랑카","662","0.12","71","0.02","42","0.19","1","0.04","10","0.24","538","0.48"
"2005","03","아시아","방글라데시","580","0.11","341","0.09","63","0.29","11","0.45","27","0.65","138","0.12"
"2005","03","아시아","파키스탄","647","0.12","164","0.04","246","1.14","11","0.45","10","0.24","216","0.19"
"2005","03","아시아","이스라엘","629","0.12","525","0.13","7","0.03","0","0.00","2","0.05","95","0.09"
"2005","03","아시아","이란","586","0.11","87","0.02","301","1.39","1","0.04","1","0.02","196","0.18"
"2005","03","아시아","아시아 기타","1,105","0.21","367","0.09","451","2.08","60","2.48","43","1.03","184","0.17"
"2005","03","아시아 소계","","405,073","76.08","324,852","82.64","16,595","76.63","522","21.59","3,914","93.57","59,190","53.30"
"2005","03","아메리카","미국","42,056","7.90","31,232","7.95","2,553","11.79","1,660","68.65","67","1.60","6,544","5.89"
"2005","03","아메리카","캐나다","7,168","1.35","5,419","1.38","126","0.58","6","0.25","4","0.10","1,613","1.45"
"2005","03","아메리카","브라질","456","0.09","338","0.09","8","0.04","0","0.00","5","0.12","105","0.09"
"2005","03","아메리카","멕시코","405","0.08","342","0.09","20","0.09","0","0.00","1","0.02","42","0.04"
"2005","03","아메리카","아메리카 기타","851","0.16","583","0.15","19","0.09","4","0.17","14","0.33","231","0.21"
"2005","03","아메리카 소계","","50,936","9.57","37,914","9.65","2,726","12.59","1,670","69.07","91","2.18","8,535","7.69"
"2005","03","유럽","러시아","13,008","2.44","3,742","0.95","552","2.55","63","2.61","60","1.43","8,591","7.74"
"2005","03","유럽","영국","6,029","1.13","5,080","1.29","236","1.09","8","0.33","2","0.05","703","0.63"
"2005","03","유럽","독일","6,942","1.30","5,519","1.40","206","0.95","8","0.33","20","0.48","1,189","1.07"
"2005","03","유럽","프랑스","3,713","0.70","2,629","0.67","247","1.14","37","1.53","9","0.22","791","0.71"
"2005","03","유럽","이탈리아","1,261","0.24","1,097","0.28","17","0.08","14","0.58","2","0.05","131","0.12"
"2005","03","유럽","네덜란드","1,440","0.27","979","0.25","42","0.19","0","0.00","0","0.00","419","0.38"
"2005","03","유럽","우크라이나","1,529","0.29","193","0.05","7","0.03","0","0.00","6","0.14","1,323","1.19"
"2005","03","유럽","스페인","571","0.11","485","0.12","12","0.06","7","0.29","1","0.02","66","0.06"
"2005","03","유럽","루마니아","474","0.09","141","0.04","6","0.03","1","0.04","1","0.02","325","0.29"
"2005","03","유럽","노르웨이","656","0.12","527","0.13","37","0.17","0","0.00","0","0.00","92","0.08"
"2005","03","유럽","스웨덴","940","0.18","650","0.17","31","0.14","4","0.17","4","0.10","251","0.23"
"2005","03","유럽","폴란드","748","0.14","261","0.07","12","0.06","1","0.04","2","0.05","472","0.43"
"2005","03","유럽","스위스","629","0.12","567","0.14","20","0.09","1","0.04","3","0.07","38","0.03"
"2005","03","유럽","포르투갈","289","0.05","278","0.07","1","0.00","0","0.00","0","0.00","10","0.01"
"2005","03","유럽","오스트리아","423","0.08","364","0.09","3","0.01","0","0.00","2","0.05","54","0.05"
"2005","03","유럽","핀란드","349","0.07","311","0.08","5","0.02","0","0.00","3","0.07","30","0.03"
"2005","03","유럽","벨기에","521","0.10","425","0.11","18","0.08","1","0.04","1","0.02","76","0.07"
"2005","03","유럽","크로아티아","595","0.11","119","0.03","7","0.03","0","0.00","0","0.00","469","0.42"
"2005","03","유럽","그리스","614","0.12","189","0.05","18","0.08","0","0.00","1","0.02","406","0.37"
"2005","03","유럽","불가리아","937","0.18","119","0.03","2","0.01","2","0.08","0","0.00","814","0.73"
"2005","03","유럽","덴마크","702","0.13","470","0.12","16","0.07","0","0.00","2","0.05","214","0.19"
"2005","03","유럽","아일랜드","442","0.08","359","0.09","12","0.06","9","0.37","1","0.02","61","0.05"
"2005","03","유럽","유럽 기타","1,073","0.20","535","0.14","43","0.20","3","0.12","11","0.26","481","0.43"
"2005","03","유럽 소계","","43,885","8.24","25,039","6.37","1,550","7.16","159","6.58","131","3.13","17,006","15.31"
"2005","03","오세아니아","오스트레일리아","4,660","0.88","3,652","0.93","321","1.48","19","0.79","7","0.17","661","0.60"
"2005","03","오세아니아","뉴질랜드","1,093","0.21","857","0.22","26","0.12","1","0.04","0","0.00","209","0.19"
"2005","03","오세아니아","오세아니아 기타","412","0.08","152","0.04","1","0.00","1","0.04","1","0.02","257","0.23"
"2005","03","오세아니아 소계","","6,165","1.16","4,661","1.19","348","1.61","21","0.87","8","0.19","1,127","1.01"
"2005","03","아프리카","남아프리카공화국","301","0.06","177","0.05","14","0.06","0","0.00","1","0.02","109","0.10"
"2005","03","아프리카","아프리카 기타","1,133","0.21","433","0.11","422","1.95","46","1.90","37","0.88","195","0.18"
"2005","03","아프리카 소계","","1,434","0.27","610","0.16","436","2.01","46","1.90","38","0.91","304","0.27"
"2005","03","기타","국적미상","8","0.00","5","0.00","2","0.01","0","0.00","1","0.02","0","0.00"
"2005","03","기타 소계","","8","0.00","5","0.00","2","0.01","0","0.00","1","0.02","0","0.00"
"2005","03","교포","교포","24,896","4.68","0","0.00","0","0.00","0","0.00","0","0.00","24,896","22.42"
"2005","03","교포 소계","","24,896","4.68","0","0.00","0","0.00","0","0.00","0","0.00","24,896","22.42"
"2005","03 소계","","","532,397","100.00","393,081","100.00","21,657","100.00","2,418","100.00","4,183","100.00","111,058","100.00"
"2005","04","아시아","중국","55,712","11.19","23,127","6.46","8,783","40.21","109","2.98","724","57.69","22,969","20.25"
"2005","04","아시아","일본","188,805","37.92","180,976","50.58","3,803","17.41","108","2.95","230","18.33","3,688","3.25"
"2005","04","아시아","대만","28,288","5.68","27,532","7.70","46","0.21","3","0.08","11","0.88","696","0.61"
"2005","04","아시아","홍콩","11,368","2.28","10,622","2.97","35","0.16","0","0.00","1","0.08","710","0.63"
"2005","04","아시아","마카오","166","0.03","165","0.05","0","0.00","0","0.00","0","0.00","1","0.00"
"2005","04","아시아","필리핀","19,887","3.99","3,491","0.98","221","1.01","92","2.51","6","0.48","16,077","14.17"
"2005","04","아시아","인도네시아","5,370","1.08","2,297","0.64","294","1.35","9","0.25","4","0.32","2,766","2.44"
"2005","04","아시아","태국","13,351","2.68","10,265","2.87","18","0.08","16","0.44","4","0.32","3,048","2.69"
"2005","04","아시아","베트남","3,161","0.63","784","0.22","207","0.95","0","0.00","35","2.79","2,135","1.88"
"2005","04","아시아","인도","4,843","0.97","1,109","0.31","1,356","6.21","8","0.22","14","1.12","2,356","2.08"
"2005","04","아시아","말레이시아","9,287","1.87","7,830","2.19","32","0.15","3","0.08","4","0.32","1,418","1.25"
"2005","04","아시아","싱가포르","6,421","1.29","4,952","1.38","28","0.13","1","0.03","1","0.08","1,439","1.27"
"2005","04","아시아","몽골","1,468","0.29","996","0.28","339","1.55","1","0.03","25","1.99","107","0.09"
"2005","04","아시아","우즈베키스탄","489","0.10","324","0.09","20","0.09","1","0.03","6","0.48","138","0.12"
"2005","04","아시아","미얀마","2,665","0.54","327","0.09","23","0.11","21","0.57","5","0.40","2,289","2.02"
"2005","04","아시아","GCC","260","0.05","208","0.06","30","0.14","5","0.14","2","0.16","15","0.01"
"2005","04","아시아","카자흐스탄","384","0.08","214","0.06","55","0.25","18","0.49","8","0.64","89","0.08"
"2005","04","아시아","터키","645","0.13","367","0.10","7","0.03","0","0.00","0","0.00","271","0.24"
"2005","04","아시아","캄보디아","124","0.02","51","0.01","17","0.08","27","0.74","0","0.00","29","0.03"
"2005","04","아시아","스리랑카","677","0.14","122","0.03","79","0.36","8","0.22","1","0.08","467","0.41"
"2005","04","아시아","방글라데시","429","0.09","262","0.07","66","0.30","5","0.14","5","0.40","91","0.08"
"2005","04","아시아","파키스탄","561","0.11","134","0.04","226","1.03","11","0.30","9","0.72","181","0.16"
"2005","04","아시아","이스라엘","542","0.11","422","0.12","8","0.04","1","0.03","0","0.00","111","0.10"
"2005","04","아시아","이란","524","0.11","43","0.01","219","1.00","0","0.00","0","0.00","262","0.23"
"2005","04","아시아","아시아 기타","1,062","0.21","416","0.12","407","1.86","38","1.04","8","0.64","193","0.17"
"2005","04","아시아 소계","","356,489","71.59","277,036","77.43","16,319","74.71","485","13.25","1,103","87.89","61,546","54.26"
"2005","04","아메리카","미국","49,877","10.02","37,362","10.44","2,676","12.25","3,022","82.57","28","2.23","6,789","5.99"
"2005","04","아메리카","캐나다","7,774","1.56","5,946","1.66","135","0.62","4","0.11","6","0.48","1,683","1.48"
"2005","04","아메리카","브라질","501","0.10","391","0.11","11","0.05","0","0.00","1","0.08","98","0.09"
"2005","04","아메리카","멕시코","703","0.14","436","0.12","10","0.05","2","0.05","4","0.32","251","0.22"
"2005","04","아메리카","아메리카 기타","1,022","0.21","682","0.19","26","0.12","5","0.14","4","0.32","305","0.27"
"2005","04","아메리카 소계","","59,877","12.02","44,817","12.53","2,858","13.08","3,033","82.87","43","3.43","9,126","8.05"
"2005","04","유럽","러시아","14,596","2.93","4,878","1.36","645","2.95","25","0.68","14","1.12","9,034","7.97"
"2005","04","유럽","영국","7,727","1.55","6,499","1.82","284","1.30","4","0.11","2","0.16","938","0.83"
"2005","04","유럽","독일","7,082","1.42","5,371","1.50","233","1.07","6","0.16","8","0.64","1,464","1.29"
"2005","04","유럽","프랑스","3,999","0.80","3,046","0.85","257","1.18","22","0.60","10","0.80","664","0.59"
"2005","04","유럽","이탈리아","1,483","0.30","1,128","0.32","27","0.12","7","0.19","1","0.08","320","0.28"
"2005","04","유럽","네덜란드","1,704","0.34","1,210","0.34","48","0.22","0","0.00","4","0.32","442","0.39"
"2005","04","유럽","우크라이나","1,387","0.28","225","0.06","13","0.06","2","0.05","2","0.16","1,145","1.01"
"2005","04","유럽","스페인","604","0.12","511","0.14","11","0.05","7","0.19","1","0.08","74","0.07"
"2005","04","유럽","루마니아","760","0.15","117","0.03","13","0.06","1","0.03","0","0.00","629","0.55"
"2005","04","유럽","노르웨이","694","0.14","533","0.15","49","0.22","0","0.00","8","0.64","104","0.09"
"2005","04","유럽","스웨덴","954","0.19","815","0.23","42","0.19","7","0.19","2","0.16","88","0.08"
"2005","04","유럽","폴란드","1,000","0.20","352","0.10","17","0.08","1","0.03","3","0.24","627","0.55"
"2005","04","유럽","스위스","784","0.16","705","0.20","23","0.11","2","0.05","8","0.64","46","0.04"
"2005","04","유럽","포르투갈","330","0.07","219","0.06","4","0.02","1","0.03","0","0.00","106","0.09"
"2005","04","유럽","오스트리아","512","0.10","444","0.12","6","0.03","0","0.00","1","0.08","61","0.05"
"2005","04","유럽","핀란드","406","0.08","375","0.10","13","0.06","1","0.03","0","0.00","17","0.01"
"2005","04","유럽","벨기에","562","0.11","466","0.13","27","0.12","0","0.00","1","0.08","68","0.06"
"2005","04","유럽","크로아티아","426","0.09","96","0.03","6","0.03","0","0.00","0","0.00","324","0.29"
"2005","04","유럽","그리스","601","0.12","220","0.06","24","0.11","0","0.00","0","0.00","357","0.31"
"2005","04","유럽","불가리아","901","0.18","141","0.04","3","0.01","3","0.08","1","0.08","753","0.66"
"2005","04","유럽","덴마크","704","0.14","529","0.15","24","0.11","0","0.00","0","0.00","151","0.13"
"2005","04","유럽","아일랜드","382","0.08","308","0.09","12","0.05","1","0.03","0","0.00","61","0.05"
"2005","04","유럽","유럽 기타","1,540","0.31","696","0.19","34","0.16","1","0.03","3","0.24","806","0.71"
"2005","04","유럽 소계","","49,138","9.87","28,884","8.07","1,815","8.31","91","2.49","69","5.50","18,279","16.12"
"2005","04","오세아니아","오스트레일리아","6,078","1.22","4,892","1.37","396","1.81","31","0.85","3","0.24","756","0.67"
"2005","04","오세아니아","뉴질랜드","1,531","0.31","1,278","0.36","21","0.10","0","0.00","1","0.08","231","0.20"
"2005","04","오세아니아","오세아니아 기타","435","0.09","174","0.05","9","0.04","3","0.08","0","0.00","249","0.22"
"2005","04","오세아니아 소계","","8,044","1.62","6,344","1.77","426","1.95","34","0.93","4","0.32","1,236","1.09"
"2005","04","아프리카","남아프리카공화국","407","0.08","183","0.05","16","0.07","0","0.00","0","0.00","208","0.18"
"2005","04","아프리카","아프리카 기타","1,120","0.22","501","0.14","408","1.87","17","0.46","35","2.79","159","0.14"
"2005","04","아프리카 소계","","1,527","0.31","684","0.19","424","1.94","17","0.46","35","2.79","367","0.32"
"2005","04","기타","국적미상","13","0.00","11","0.00","1","0.00","0","0.00","1","0.08","0","0.00"
"2005","04","기타 소계","","13","0.00","11","0.00","1","0.00","0","0.00","1","0.08","0","0.00"
"2005","04","교포","교포","22,867","4.59","0","0.00","0","0.00","0","0.00","0","0.00","22,867","20.16"
"2005","04","교포 소계","","22,867","4.59","0","0.00","0","0.00","0","0.00","0","0.00","22,867","20.16"
"2005","04 소계","","","497,955","100.00","357,776","100.00","21,843","100.00","3,660","100.00","1,255","100.00","113,421","100.00"
"2005","05","아시아","중국","62,090","13.06","27,125","8.19","9,447","41.48","175","5.41","483","48.06","24,860","21.24"
"2005","05","아시아","일본","168,069","35.36","160,275","48.38","3,626","15.92","112","3.46","201","20.00","3,855","3.29"
"2005","05","아시아","대만","26,762","5.63","26,100","7.88","39","0.17","8","0.25","11","1.09","604","0.52"
"2005","05","아시아","홍콩","12,463","2.62","11,750","3.55","34","0.15","0","0.00","4","0.40","675","0.58"
"2005","05","아시아","마카오","180","0.04","178","0.05","1","0.00","0","0.00","0","0.00","1","0.00"
"2005","05","아시아","필리핀","20,089","4.23","3,416","1.03","185","0.81","91","2.81","6","0.60","16,391","14.01"
"2005","05","아시아","인도네시아","5,582","1.17","1,972","0.60","296","1.30","6","0.19","10","1.00","3,298","2.82"
"2005","05","아시아","태국","9,138","1.92","5,845","1.76","13","0.06","11","0.34","6","0.60","3,263","2.79"
"2005","05","아시아","베트남","3,812","0.80","922","0.28","310","1.36","4","0.12","22","2.19","2,554","2.18"
"2005","05","아시아","인도","5,659","1.19","1,317","0.40","1,674","7.35","28","0.87","16","1.59","2,624","2.24"
"2005","05","아시아","말레이시아","7,268","1.53","5,882","1.78","40","0.18","4","0.12","11","1.09","1,331","1.14"
"2005","05","아시아","싱가포르","6,241","1.31","4,746","1.43","29","0.13","1","0.03","0","0.00","1,465","1.25"
"2005","05","아시아","몽골","1,550","0.33","983","0.30","357","1.57","2","0.06","31","3.08","177","0.15"
"2005","05","아시아","우즈베키스탄","540","0.11","365","0.11","8","0.04","0","0.00","3","0.30","164","0.14"
"2005","05","아시아","미얀마","3,155","0.66","343","0.10","44","0.19","23","0.71","1","0.10","2,744","2.34"
"2005","05","아시아","GCC","310","0.07","202","0.06","49","0.22","11","0.34","1","0.10","47","0.04"
"2005","05","아시아","카자흐스탄","391","0.08","185","0.06","106","0.47","11","0.34","6","0.60","83","0.07"
"2005","05","아시아","터키","875","0.18","506","0.15","10","0.04","2","0.06","1","0.10","356","0.30"
"2005","05","아시아","캄보디아","166","0.03","43","0.01","46","0.20","49","1.51","0","0.00","28","0.02"
"2005","05","아시아","스리랑카","860","0.18","102","0.03","106","0.47","5","0.15","7","0.70","640","0.55"
"2005","05","아시아","방글라데시","478","0.10","253","0.08","67","0.29","2","0.06","2","0.20","154","0.13"
"2005","05","아시아","파키스탄","652","0.14","154","0.05","227","1.00","7","0.22","6","0.60","258","0.22"
"2005","05","아시아","이스라엘","670","0.14","570","0.17","12","0.05","1","0.03","0","0.00","87","0.07"
"2005","05","아시아","이란","630","0.13","135","0.04","348","1.53","2","0.06","0","0.00","145","0.12"
"2005","05","아시아","아시아 기타","1,224","0.26","490","0.15","432","1.90","62","1.92","3","0.30","237","0.20"
"2005","05","아시아 소계","","338,854","71.29","253,859","76.62","17,506","76.86","617","19.07","831","82.69","66,041","56.43"
"2005","05","아메리카","미국","48,940","10.30","37,171","11.22","2,596","11.40","2,352","72.68","52","5.17","6,769","5.78"
"2005","05","아메리카","캐나다","6,967","1.47","5,339","1.61","127","0.56","4","0.12","9","0.90","1,488","1.27"
"2005","05","아메리카","브라질","720","0.15","593","0.18","9","0.04","1","0.03","1","0.10","116","0.10"
"2005","05","아메리카","멕시코","402","0.08","356","0.11","10","0.04","2","0.06","3","0.30","31","0.03"
"2005","05","아메리카","아메리카 기타","1,066","0.22","884","0.27","25","0.11","5","0.15","3","0.30","149","0.13"
"2005","05","아메리카 소계","","58,095","12.22","44,343","13.38","2,767","12.15","2,364","73.05","68","6.77","8,553","7.31"
"2005","05","유럽","러시아","13,365","2.81","4,776","1.44","501","2.20","50","1.55","13","1.29","8,025","6.86"
"2005","05","유럽","영국","5,884","1.24","4,944","1.49","268","1.18","2","0.06","4","0.40","666","0.57"
"2005","05","유럽","독일","5,915","1.24","4,575","1.38","205","0.90","9","0.28","15","1.49","1,111","0.95"
"2005","05","유럽","프랑스","4,069","0.86","2,771","0.84","287","1.26","28","0.87","25","2.49","958","0.82"
"2005","05","유럽","이탈리아","1,521","0.32","1,332","0.40","13","0.06","2","0.06","1","0.10","173","0.15"
"2005","05","유럽","네덜란드","1,570","0.33","1,096","0.33","36","0.16","1","0.03","3","0.30","434","0.37"
"2005","05","유럽","우크라이나","1,493","0.31","233","0.07","13","0.06","2","0.06","1","0.10","1,244","1.06"
"2005","05","유럽","스페인","643","0.14","598","0.18","13","0.06","5","0.15","1","0.10","26","0.02"
"2005","05","유럽","루마니아","486","0.10","127","0.04","11","0.05","0","0.00","0","0.00","348","0.30"
"2005","05","유럽","노르웨이","595","0.13","466","0.14","42","0.18","0","0.00","2","0.20","85","0.07"
"2005","05","유럽","스웨덴","890","0.19","763","0.23","38","0.17","2","0.06","6","0.60","81","0.07"
"2005","05","유럽","폴란드","790","0.17","318","0.10","12","0.05","0","0.00","1","0.10","459","0.39"
"2005","05","유럽","스위스","676","0.14","619","0.19","15","0.07","0","0.00","1","0.10","41","0.04"
"2005","05","유럽","포르투갈","301","0.06","275","0.08","5","0.02","0","0.00","0","0.00","21","0.02"
"2005","05","유럽","오스트리아","454","0.10","397","0.12","6","0.03","2","0.06","5","0.50","44","0.04"
"2005","05","유럽","핀란드","416","0.09","383","0.12","15","0.07","0","0.00","8","0.80","10","0.01"
"2005","05","유럽","벨기에","623","0.13","487","0.15","17","0.07","0","0.00","2","0.20","117","0.10"
"2005","05","유럽","크로아티아","542","0.11","128","0.04","7","0.03","0","0.00","0","0.00","407","0.35"
"2005","05","유럽","그리스","824","0.17","297","0.09","19","0.08","0","0.00","0","0.00","508","0.43"
"2005","05","유럽","불가리아","934","0.20","153","0.05","3","0.01","0","0.00","1","0.10","777","0.66"
"2005","05","유럽","덴마크","711","0.15","514","0.16","16","0.07","0","0.00","1","0.10","180","0.15"
"2005","05","유럽","아일랜드","400","0.08","319","0.10","14","0.06","1","0.03","1","0.10","65","0.06"
"2005","05","유럽","유럽 기타","1,639","0.34","803","0.24","23","0.10","5","0.15","6","0.60","802","0.69"
"2005","05","유럽 소계","","44,741","9.41","26,374","7.96","1,579","6.93","109","3.37","97","9.65","16,582","14.17"
"2005","05","오세아니아","오스트레일리아","5,588","1.18","4,396","1.33","385","1.69","41","1.27","3","0.30","763","0.65"
"2005","05","오세아니아","뉴질랜드","1,390","0.29","1,157","0.35","29","0.13","0","0.00","0","0.00","204","0.17"
"2005","05","오세아니아","오세아니아 기타","523","0.11","227","0.07","9","0.04","9","0.28","0","0.00","278","0.24"
"2005","05","오세아니아 소계","","7,501","1.58","5,780","1.74","423","1.86","50","1.55","3","0.30","1,245","1.06"
"2005","05","아프리카","남아프리카공화국","538","0.11","350","0.11","24","0.11","4","0.12","0","0.00","160","0.14"
"2005","05","아프리카","아프리카 기타","1,289","0.27","597","0.18","478","2.10","92","2.84","6","0.60","116","0.10"
"2005","05","아프리카 소계","","1,827","0.38","947","0.29","502","2.20","96","2.97","6","0.60","276","0.24"
"2005","05","기타","국적미상","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"2005","05","기타 소계","","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"2005","05","교포","교포","24,330","5.12","0","0.00","0","0.00","0","0.00","0","0.00","24,330","20.79"
"2005","05","교포 소계","","24,330","5.12","0","0.00","0","0.00","0","0.00","0","0.00","24,330","20.79"
"2005","05 소계","","","475,348","100.00","331,303","100.00","22,777","100.00","3,236","100.00","1,005","100.00","117,027","100.00"
"2005","06","아시아","중국","54,329","11.61","23,489","7.05","9,283","42.90","172","5.39","671","48.17","20,714","19.06"
"2005","06","아시아","일본","170,350","36.40","162,648","48.83","3,690","17.05","175","5.48","318","22.83","3,519","3.24"
"2005","06","아시아","대만","27,454","5.87","26,776","8.04","36","0.17","8","0.25","19","1.36","615","0.57"
"2005","06","아시아","홍콩","13,549","2.90","12,866","3.86","22","0.10","0","0.00","4","0.29","657","0.60"
"2005","06","아시아","마카오","579","0.12","575","0.17","1","0.00","0","0.00","0","0.00","3","0.00"
"2005","06","아시아","필리핀","18,284","3.91","2,949","0.89","215","0.99","101","3.16","14","1.01","15,005","13.81"
"2005","06","아시아","인도네시아","6,440","1.38","2,147","0.64","272","1.26","5","0.16","5","0.36","4,011","3.69"
"2005","06","아시아","태국","7,628","1.63","3,603","1.08","5","0.02","10","0.31","7","0.50","4,003","3.68"
"2005","06","아시아","베트남","4,122","0.88","935","0.28","249","1.15","9","0.28","44","3.16","2,885","2.65"
"2005","06","아시아","인도","4,690","1.00","1,123","0.34","1,426","6.59","13","0.41","14","1.01","2,114","1.95"
"2005","06","아시아","말레이시아","5,592","1.19","4,268","1.28","27","0.12","8","0.25","2","0.14","1,287","1.18"
"2005","06","아시아","싱가포르","6,949","1.48","5,539","1.66","38","0.18","2","0.06","0","0.00","1,370","1.26"
"2005","06","아시아","몽골","1,707","0.36","951","0.29","218","1.01","1","0.03","28","2.01","509","0.47"
"2005","06","아시아","우즈베키스탄","840","0.18","403","0.12","16","0.07","3","0.09","5","0.36","413","0.38"
"2005","06","아시아","미얀마","2,864","0.61","321","0.10","38","0.18","37","1.16","0","0.00","2,468","2.27"
"2005","06","아시아","GCC","277","0.06","186","0.06","26","0.12","10","0.31","4","0.29","51","0.05"
"2005","06","아시아","카자흐스탄","315","0.07","224","0.07","43","0.20","1","0.03","5","0.36","42","0.04"
"2005","06","아시아","터키","838","0.18","421","0.13","12","0.06","1","0.03","7","0.50","397","0.37"
"2005","06","아시아","캄보디아","183","0.04","61","0.02","15","0.07","41","1.28","2","0.14","64","0.06"
"2005","06","아시아","스리랑카","793","0.17","148","0.04","44","0.20","3","0.09","13","0.93","585","0.54"
"2005","06","아시아","방글라데시","444","0.09","262","0.08","54","0.25","3","0.09","4","0.29","121","0.11"
"2005","06","아시아","파키스탄","728","0.16","147","0.04","228","1.05","11","0.34","0","0.00","342","0.31"
"2005","06","아시아","이스라엘","635","0.14","523","0.16","10","0.05","1","0.03","0","0.00","101","0.09"
"2005","06","아시아","이란","444","0.09","118","0.04","169","0.78","3","0.09","0","0.00","154","0.14"
"2005","06","아시아","아시아 기타","1,103","0.24","399","0.12","371","1.71","46","1.44","4","0.29","283","0.26"
"2005","06","아시아 소계","","331,137","70.76","251,082","75.38","16,508","76.28","664","20.79","1,170","83.99","61,713","56.78"
"2005","06","아메리카","미국","54,938","11.74","43,337","13.01","2,468","11.40","2,309","72.29","98","7.04","6,726","6.19"
"2005","06","아메리카","캐나다","6,080","1.30","4,421","1.33","114","0.53","4","0.13","3","0.22","1,538","1.42"
"2005","06","아메리카","브라질","551","0.12","437","0.13","3","0.01","0","0.00","5","0.36","106","0.10"
"2005","06","아메리카","멕시코","674","0.14","570","0.17","24","0.11","1","0.03","11","0.79","68","0.06"
"2005","06","아메리카","아메리카 기타","1,207","0.26","834","0.25","39","0.18","7","0.22","2","0.14","325","0.30"
"2005","06","아메리카 소계","","63,450","13.56","49,599","14.89","2,648","12.24","2,321","72.67","119","8.54","8,763","8.06"
"2005","06","유럽","러시아","11,111","2.37","4,431","1.33","546","2.52","55","1.72","24","1.72","6,055","5.57"
"2005","06","유럽","영국","5,709","1.22","4,652","1.40","255","1.18","5","0.16","6","0.43","791","0.73"
"2005","06","유럽","독일","5,925","1.27","4,549","1.37","215","0.99","3","0.09","31","2.23","1,127","1.04"
"2005","06","유럽","프랑스","3,422","0.73","2,566","0.77","235","1.09","15","0.47","7","0.50","599","0.55"
"2005","06","유럽","이탈리아","1,351","0.29","1,124","0.34","22","0.10","7","0.22","2","0.14","196","0.18"
"2005","06","유럽","네덜란드","1,458","0.31","960","0.29","44","0.20","0","0.00","3","0.22","451","0.41"
"2005","06","유럽","우크라이나","1,263","0.27","228","0.07","16","0.07","5","0.16","2","0.14","1,012","0.93"
"2005","06","유럽","스페인","534","0.11","475","0.14","12","0.06","5","0.16","3","0.22","39","0.04"
"2005","06","유럽","루마니아","470","0.10","114","0.03","3","0.01","0","0.00","1","0.07","352","0.32"
"2005","06","유럽","노르웨이","585","0.13","462","0.14","33","0.15","0","0.00","3","0.22","87","0.08"
"2005","06","유럽","스웨덴","982","0.21","832","0.25","30","0.14","6","0.19","1","0.07","113","0.10"
"2005","06","유럽","폴란드","920","0.20","344","0.10","9","0.04","0","0.00","1","0.07","566","0.52"
"2005","06","유럽","스위스","601","0.13","553","0.17","21","0.10","0","0.00","0","0.00","27","0.02"
"2005","06","유럽","포르투갈","770","0.16","737","0.22","6","0.03","0","0.00","0","0.00","27","0.02"
"2005","06","유럽","오스트리아","401","0.09","337","0.10","8","0.04","2","0.06","2","0.14","52","0.05"
"2005","06","유럽","핀란드","329","0.07","288","0.09","13","0.06","0","0.00","0","0.00","28","0.03"
"2005","06","유럽","벨기에","554","0.12","432","0.13","26","0.12","0","0.00","1","0.07","95","0.09"
"2005","06","유럽","크로아티아","625","0.13","167","0.05","3","0.01","1","0.03","0","0.00","454","0.42"
"2005","06","유럽","그리스","738","0.16","329","0.10","18","0.08","0","0.00","1","0.07","390","0.36"
"2005","06","유럽","불가리아","879","0.19","147","0.04","1","0.00","1","0.03","0","0.00","730","0.67"
