,,,,계,,관광,,상용,,공용,,유학연수,,기타
년,월,대륙,국적,인원수,구성비(%),인원수,구성비(%),인원수,구성비(%),인원수,구성비(%),인원수,구성비(%),인원수,구성비(%)
"1995","04","유럽","오스트리아","411","0.14","367","0.20","11","0.07","2","0.08","1","0.38","30","0.03"
"1995","04","유럽","핀란드","199","0.07","177","0.09","7","0.04","0","0.00","0","0.00","15","0.02"
"1995","04","유럽","벨기에","322","0.11","276","0.15","14","0.09","0","0.00","0","0.00","32","0.03"
"1995","04","유럽","크로아티아","157","0.05","17","0.01","7","0.04","0","0.00","0","0.00","133","0.14"
"1995","04","유럽","그리스","1,722","0.58","266","0.14","4","0.02","0","0.00","0","0.00","1,452","1.58"
"1995","04","유럽","불가리아","380","0.13","111","0.06","1","0.01","0","0.00","0","0.00","268","0.29"
"1995","04","유럽","덴마크","487","0.16","339","0.18","29","0.18","0","0.00","0","0.00","119","0.13"
"1995","04","유럽","아일랜드","131","0.04","98","0.05","4","0.02","0","0.00","4","1.51","25","0.03"
"1995","04","유럽","유럽 기타","513","0.17","251","0.13","15","0.09","4","0.15","1","0.38","242","0.26"
"1995","04","유럽 소계","","37,919","12.72","18,413","9.84","1,541","9.63","76","2.93","28","10.57","17,861","19.38"
"1995","04","오세아니아","오스트레일리아","2,361","0.79","1,681","0.90","188","1.17","30","1.16","9","3.40","453","0.49"
"1995","04","오세아니아","뉴질랜드","623","0.21","444","0.24","7","0.04","4","0.15","0","0.00","168","0.18"
"1995","04","오세아니아","오세아니아 기타","161","0.05","79","0.04","0","0.00","0","0.00","0","0.00","82","0.09"
"1995","04","오세아니아 소계","","3,145","1.05","2,204","1.18","195","1.22","34","1.31","9","3.40","703","0.76"
"1995","04","아프리카","남아프리카공화국","144","0.05","96","0.05","13","0.08","1","0.04","0","0.00","34","0.04"
"1995","04","아프리카","아프리카 기타","762","0.26","274","0.15","106","0.66","8","0.31","2","0.75","372","0.40"
"1995","04","아프리카 소계","","906","0.30","370","0.20","119","0.74","9","0.35","2","0.75","406","0.44"
"1995","04","기타","국적미상","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"1995","04","기타 소계","","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"1995","04","교포","교포","30,714","10.30","0","0.00","0","0.00","0","0.00","0","0.00","30,714","33.33"
"1995","04","교포 소계","","30,714","10.30","0","0.00","0","0.00","0","0.00","0","0.00","30,714","33.33"
"1995","04 소계","","","298,181","100.00","187,153","100.00","16,008","100.00","2,595","100.00","265","100.00","92,160","100.00"
"1995","05","아시아","중국","16,429","4.90","2,661","1.23","2,747","16.57","217","8.99","22","8.87","10,782","10.90"
"1995","05","아시아","일본","141,952","42.36","132,235","60.96","6,672","40.25","150","6.21","105","42.34","2,790","2.82"
"1995","05","아시아","대만","10,358","3.09","9,538","4.40","33","0.20","10","0.41","9","3.63","768","0.78"
"1995","05","아시아","홍콩","5,340","1.59","4,776","2.20","49","0.30","0","0.00","0","0.00","515","0.52"
"1995","05","아시아","필리핀","14,497","4.33","2,394","1.10","256","1.54","20","0.83","4","1.61","11,823","11.95"
"1995","05","아시아","인도네시아","3,454","1.03","1,506","0.69","14","0.08","68","2.82","0","0.00","1,866","1.89"
"1995","05","아시아","태국","6,230","1.86","3,114","1.44","23","0.14","41","1.70","0","0.00","3,052","3.08"
"1995","05","아시아","베트남","1,598","0.48","470","0.22","156","0.94","6","0.25","1","0.40","965","0.98"
"1995","05","아시아","인도","3,473","1.04","745","0.34","588","3.55","15","0.62","0","0.00","2,125","2.15"
"1995","05","아시아","말레이시아","3,116","0.93","2,052","0.95","18","0.11","0","0.00","1","0.40","1,045","1.06"
"1995","05","아시아","싱가포르","3,334","0.99","2,019","0.93","18","0.11","1","0.04","0","0.00","1,296","1.31"
"1995","05","아시아","몽골","273","0.08","188","0.09","83","0.50","1","0.04","1","0.40","0","0.00"
"1995","05","아시아","우즈베키스탄","479","0.14","87","0.04","2","0.01","0","0.00","1","0.40","389","0.39"
"1995","05","아시아","미얀마","1,277","0.38","215","0.10","33","0.20","0","0.00","2","0.81","1,027","1.04"
"1995","05","아시아","GCC","127","0.04","97","0.04","15","0.09","5","0.21","0","0.00","10","0.01"
"1995","05","아시아","카자흐스탄","275","0.08","165","0.08","0","0.00","15","0.62","0","0.00","95","0.10"
"1995","05","아시아","터키","355","0.11","178","0.08","2","0.01","0","0.00","0","0.00","175","0.18"
"1995","05","아시아","캄보디아","15","0.00","9","0.00","6","0.04","0","0.00","0","0.00","0","0.00"
"1995","05","아시아","스리랑카","210","0.06","78","0.04","28","0.17","10","0.41","0","0.00","94","0.09"
"1995","05","아시아","방글라데시","919","0.27","310","0.14","48","0.29","51","2.11","1","0.40","509","0.51"
"1995","05","아시아","파키스탄","864","0.26","415","0.19","26","0.16","3","0.12","2","0.81","418","0.42"
"1995","05","아시아","이스라엘","680","0.20","465","0.21","13","0.08","0","0.00","0","0.00","202","0.20"
"1995","05","아시아","이란","220","0.07","50","0.02","118","0.71","2","0.08","2","0.81","48","0.05"
"1995","05","아시아","아시아 기타","565","0.17","307","0.14","78","0.47","18","0.75","1","0.40","161","0.16"
"1995","05","아시아 소계","","216,040","64.47","164,074","75.63","11,026","66.51","633","26.21","152","61.29","40,155","40.58"
"1995","05","아메리카","미국","35,006","10.45","26,109","12.04","3,578","21.58","1,618","67.00","65","26.21","3,636","3.67"
"1995","05","아메리카","캐나다","3,104","0.93","2,603","1.20","88","0.53","1","0.04","7","2.82","405","0.41"
"1995","05","아메리카","브라질","1,277","0.38","1,051","0.48","6","0.04","2","0.08","0","0.00","218","0.22"
"1995","05","아메리카","멕시코","235","0.07","170","0.08","7","0.04","2","0.08","0","0.00","56","0.06"
"1995","05","아메리카","아메리카 기타","1,434","0.43","1,169","0.54","41","0.25","21","0.87","0","0.00","203","0.21"
"1995","05","아메리카 소계","","41,056","12.25","31,102","14.34","3,720","22.44","1,644","68.07","72","29.03","4,518","4.57"
"1995","05","유럽","러시아","17,123","5.11","2,894","1.33","791","4.77","21","0.87","2","0.81","13,415","13.56"
"1995","05","유럽","영국","4,312","1.29","3,247","1.50","170","1.03","3","0.12","2","0.81","890","0.90"
"1995","05","유럽","독일","4,158","1.24","3,248","1.50","205","1.24","11","0.46","5","2.02","689","0.70"
"1995","05","유럽","프랑스","1,895","0.57","1,505","0.69","102","0.62","16","0.66","3","1.21","269","0.27"
"1995","05","유럽","이탈리아","1,095","0.33","966","0.45","19","0.11","7","0.29","0","0.00","103","0.10"
"1995","05","유럽","네덜란드","1,167","0.35","715","0.33","26","0.16","2","0.08","1","0.40","423","0.43"
"1995","05","유럽","우크라이나","822","0.25","122","0.06","7","0.04","0","0.00","0","0.00","693","0.70"
"1995","05","유럽","스페인","312","0.09","267","0.12","0","0.00","0","0.00","0","0.00","45","0.05"
"1995","05","유럽","루마니아","370","0.11","147","0.07","33","0.20","1","0.04","0","0.00","189","0.19"
"1995","05","유럽","노르웨이","518","0.15","287","0.13","19","0.11","3","0.12","0","0.00","209","0.21"
"1995","05","유럽","스웨덴","630","0.19","495","0.23","15","0.09","3","0.12","0","0.00","117","0.12"
"1995","05","유럽","폴란드","2,314","0.69","1,382","0.64","3","0.02","1","0.04","0","0.00","928","0.94"
"1995","05","유럽","스위스","837","0.25","656","0.30","20","0.12","2","0.08","0","0.00","159","0.16"
"1995","05","유럽","포르투갈","255","0.08","187","0.09","0","0.00","2","0.08","0","0.00","66","0.07"
"1995","05","유럽","오스트리아","343","0.10","292","0.13","13","0.08","3","0.12","0","0.00","35","0.04"
"1995","05","유럽","핀란드","291","0.09","261","0.12","7","0.04","0","0.00","1","0.40","22","0.02"
"1995","05","유럽","벨기에","321","0.10","285","0.13","12","0.07","1","0.04","1","0.40","22","0.02"
"1995","05","유럽","크로아티아","188","0.06","15","0.01","10","0.06","0","0.00","0","0.00","163","0.16"
"1995","05","유럽","그리스","1,496","0.45","272","0.13","9","0.05","0","0.00","0","0.00","1,215","1.23"
"1995","05","유럽","불가리아","279","0.08","53","0.02","1","0.01","0","0.00","0","0.00","225","0.23"
"1995","05","유럽","덴마크","464","0.14","313","0.14","25","0.15","0","0.00","0","0.00","126","0.13"
"1995","05","유럽","아일랜드","183","0.05","150","0.07","5","0.03","0","0.00","0","0.00","28","0.03"
"1995","05","유럽","유럽 기타","526","0.16","289","0.13","34","0.21","5","0.21","0","0.00","198","0.20"
"1995","05","유럽 소계","","39,899","11.91","18,048","8.32","1,526","9.21","81","3.35","15","6.05","20,229","20.44"
"1995","05","오세아니아","오스트레일리아","3,614","1.08","2,362","1.09","172","1.04","37","1.53","2","0.81","1,041","1.05"
"1995","05","오세아니아","뉴질랜드","681","0.20","469","0.22","8","0.05","0","0.00","1","0.40","203","0.21"
"1995","05","오세아니아","오세아니아 기타","248","0.07","123","0.06","0","0.00","2","0.08","0","0.00","123","0.12"
"1995","05","오세아니아 소계","","4,543","1.36","2,954","1.36","180","1.09","39","1.61","3","1.21","1,367","1.38"
"1995","05","아프리카","남아프리카공화국","244","0.07","196","0.09","14","0.08","2","0.08","1","0.40","31","0.03"
"1995","05","아프리카","아프리카 기타","1,099","0.33","564","0.26","111","0.67","16","0.66","5","2.02","403","0.41"
"1995","05","아프리카 소계","","1,343","0.40","760","0.35","125","0.75","18","0.75","6","2.42","434","0.44"
"1995","05","기타","국적미상","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"1995","05","기타 소계","","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"1995","05","교포","교포","32,246","9.62","0","0.00","0","0.00","0","0.00","0","0.00","32,246","32.59"
"1995","05","교포 소계","","32,246","9.62","0","0.00","0","0.00","0","0.00","0","0.00","32,246","32.59"
"1995","05 소계","","","335,127","100.00","216,938","100.00","16,577","100.00","2,415","100.00","248","100.00","98,949","100.00"
"1995","06","아시아","중국","14,759","4.46","2,446","1.08","2,452","15.91","202","8.29","19","5.04","9,640","11.15"
"1995","06","아시아","일본","156,401","47.22","146,951","64.88","6,646","43.11","135","5.54","192","50.93","2,477","2.86"
"1995","06","아시아","대만","9,755","2.95","9,012","3.98","36","0.23","6","0.25","8","2.12","693","0.80"
"1995","06","아시아","홍콩","7,147","2.16","6,569","2.90","46","0.30","1","0.04","1","0.27","530","0.61"
"1995","06","아시아","필리핀","13,186","3.98","1,684","0.74","289","1.87","29","1.19","2","0.53","11,182","12.93"
"1995","06","아시아","인도네시아","3,146","0.95","1,574","0.69","30","0.19","64","2.63","2","0.53","1,476","1.71"
"1995","06","아시아","태국","5,458","1.65","2,362","1.04","14","0.09","94","3.86","0","0.00","2,988","3.46"
"1995","06","아시아","베트남","1,181","0.36","324","0.14","124","0.80","10","0.41","9","2.39","714","0.83"
"1995","06","아시아","인도","3,244","0.98","636","0.28","499","3.24","27","1.11","2","0.53","2,080","2.41"
"1995","06","아시아","말레이시아","2,498","0.75","1,597","0.71","22","0.14","2","0.08","0","0.00","877","1.01"
"1995","06","아시아","싱가포르","3,982","1.20","2,769","1.22","17","0.11","2","0.08","0","0.00","1,194","1.38"
"1995","06","아시아","몽골","365","0.11","299","0.13","55","0.36","9","0.37","1","0.27","1","0.00"
"1995","06","아시아","우즈베키스탄","438","0.13","148","0.07","1","0.01","0","0.00","2","0.53","287","0.33"
"1995","06","아시아","미얀마","1,234","0.37","148","0.07","18","0.12","0","0.00","7","1.86","1,061","1.23"
"1995","06","아시아","GCC","159","0.05","139","0.06","11","0.07","1","0.04","0","0.00","8","0.01"
"1995","06","아시아","카자흐스탄","199","0.06","149","0.07","1","0.01","0","0.00","0","0.00","49","0.06"
"1995","06","아시아","터키","344","0.10","186","0.08","1","0.01","1","0.04","0","0.00","156","0.18"
"1995","06","아시아","캄보디아","1","0.00","0","0.00","1","0.01","0","0.00","0","0.00","0","0.00"
"1995","06","아시아","스리랑카","219","0.07","79","0.03","17","0.11","7","0.29","0","0.00","116","0.13"
"1995","06","아시아","방글라데시","723","0.22","184","0.08","53","0.34","1","0.04","0","0.00","485","0.56"
"1995","06","아시아","파키스탄","820","0.25","340","0.15","9","0.06","6","0.25","1","0.27","464","0.54"
"1995","06","아시아","이스라엘","364","0.11","243","0.11","5","0.03","1","0.04","0","0.00","115","0.13"
"1995","06","아시아","이란","352","0.11","75","0.03","103","0.67","0","0.00","0","0.00","174","0.20"
"1995","06","아시아","아시아 기타","302","0.09","173","0.08","63","0.41","10","0.41","0","0.00","56","0.06"
"1995","06","아시아 소계","","226,277","68.32","178,087","78.63","10,513","68.20","608","24.95","246","65.25","36,823","42.58"
"1995","06","아메리카","미국","35,468","10.71","26,952","11.90","3,221","20.90","1,732","71.07","87","23.08","3,476","4.02"
"1995","06","아메리카","캐나다","2,788","0.84","2,276","1.00","60","0.39","3","0.12","6","1.59","443","0.51"
"1995","06","아메리카","브라질","805","0.24","626","0.28","6","0.04","2","0.08","2","0.53","169","0.20"
"1995","06","아메리카","멕시코","248","0.07","126","0.06","21","0.14","0","0.00","0","0.00","101","0.12"
"1995","06","아메리카","아메리카 기타","867","0.26","697","0.31","39","0.25","12","0.49","1","0.27","118","0.14"
"1995","06","아메리카 소계","","40,176","12.13","30,677","13.54","3,347","21.71","1,749","71.77","96","25.46","4,307","4.98"
"1995","06","유럽","러시아","12,183","3.68","2,564","1.13","653","4.24","8","0.33","5","1.33","8,953","10.35"
"1995","06","유럽","영국","3,700","1.12","2,777","1.23","135","0.88","0","0.00","2","0.53","786","0.91"
"1995","06","유럽","독일","3,326","1.00","2,617","1.16","190","1.23","9","0.37","4","1.06","506","0.59"
"1995","06","유럽","프랑스","1,681","0.51","1,302","0.57","64","0.42","10","0.41","4","1.06","301","0.35"
"1995","06","유럽","이탈리아","1,145","0.35","1,023","0.45","20","0.13","6","0.25","0","0.00","96","0.11"
"1995","06","유럽","네덜란드","1,020","0.31","651","0.29","29","0.19","1","0.04","4","1.06","335","0.39"
"1995","06","유럽","우크라이나","728","0.22","117","0.05","1","0.01","2","0.08","0","0.00","608","0.70"
"1995","06","유럽","스페인","355","0.11","276","0.12","1","0.01","0","0.00","0","0.00","78","0.09"
"1995","06","유럽","루마니아","583","0.18","34","0.02","83","0.54","0","0.00","0","0.00","466","0.54"
"1995","06","유럽","노르웨이","600","0.18","362","0.16","15","0.10","0","0.00","1","0.27","222","0.26"
"1995","06","유럽","스웨덴","545","0.16","474","0.21","24","0.16","2","0.08","2","0.53","43","0.05"
"1995","06","유럽","폴란드","1,108","0.33","665","0.29","1","0.01","0","0.00","0","0.00","442","0.51"
"1995","06","유럽","스위스","658","0.20","478","0.21","19","0.12","1","0.04","0","0.00","160","0.19"
"1995","06","유럽","포르투갈","238","0.07","230","0.10","0","0.00","0","0.00","0","0.00","8","0.01"
"1995","06","유럽","오스트리아","287","0.09","250","0.11","12","0.08","2","0.08","0","0.00","23","0.03"
"1995","06","유럽","핀란드","253","0.08","234","0.10","7","0.05","0","0.00","0","0.00","12","0.01"
"1995","06","유럽","벨기에","267","0.08","243","0.11","9","0.06","0","0.00","0","0.00","15","0.02"
"1995","06","유럽","크로아티아","387","0.12","53","0.02","8","0.05","0","0.00","0","0.00","326","0.38"
"1995","06","유럽","그리스","1,122","0.34","252","0.11","6","0.04","1","0.04","0","0.00","863","1.00"
"1995","06","유럽","불가리아","364","0.11","48","0.02","1","0.01","0","0.00","0","0.00","315","0.36"
"1995","06","유럽","덴마크","461","0.14","329","0.15","30","0.19","0","0.00","2","0.53","100","0.12"
"1995","06","유럽","아일랜드","143","0.04","112","0.05","4","0.03","0","0.00","0","0.00","27","0.03"
"1995","06","유럽","유럽 기타","601","0.18","353","0.16","12","0.08","0","0.00","0","0.00","236","0.27"
"1995","06","유럽 소계","","31,755","9.59","15,444","6.82","1,324","8.59","42","1.72","24","6.37","14,921","17.25"
"1995","06","오세아니아","오스트레일리아","2,197","0.66","1,559","0.69","154","1.00","18","0.74","7","1.86","459","0.53"
"1995","06","오세아니아","뉴질랜드","514","0.16","338","0.15","4","0.03","0","0.00","1","0.27","171","0.20"
"1995","06","오세아니아","오세아니아 기타","119","0.04","24","0.01","0","0.00","0","0.00","0","0.00","95","0.11"
"1995","06","오세아니아 소계","","2,830","0.85","1,921","0.85","158","1.02","18","0.74","8","2.12","725","0.84"
"1995","06","아프리카","남아프리카공화국","143","0.04","107","0.05","8","0.05","2","0.08","0","0.00","26","0.03"
"1995","06","아프리카","아프리카 기타","783","0.24","262","0.12","65","0.42","18","0.74","3","0.80","435","0.50"
"1995","06","아프리카 소계","","926","0.28","369","0.16","73","0.47","20","0.82","3","0.80","461","0.53"
